set_id,set_name,year,count_pieces,era,minifig_id,character,factions,portrayal
75217-1,Imperial Conveyex Transport,2018,622,Reign of the Empire,SW0951,Imperial Gunner,Galactic Empire,antagonist
75218-1,X-wing Starfighter,2018,731,Age of Rebellion,SW0527,R2-D2,Rebel Alliance,protagonist
75218-1,X-wing Starfighter,2018,731,Age of Rebellion,SW0943,R2-Q2,Galactic Empire,antagonist
75218-1,X-wing Starfighter,2018,731,Age of Rebellion,SW0944,Biggs Darklighter,Rebel Alliance,protagonist
75218-1,X-wing Starfighter,2018,731,Age of Rebellion,SW0952,Luke Skywalker,Rebel Alliance,protagonist
75219-1,Imperial AT-Hauler,2018,829,Reign of the Empire,SW0945,Dryden's Enforcer,Crimson Dawn,antagonist
75219-1,Imperial AT-Hauler,2018,829,Reign of the Empire,SW0946,Qi'ra,"White Worms, Crimson Dawn",protagonist
75219-1,Imperial AT-Hauler,2018,829,Reign of the Empire,SW0953,Val,Crimson Dawn,protagonist
75219-1,Imperial AT-Hauler,2018,829,Reign of the Empire,SW0954,Dryden's Enforcer,Crimson Dawn,antagonist
75219-1,Imperial AT-Hauler,2018,829,Reign of the Empire,SW0955,Rio Durant,Crimson Dawn,protagonist
75220-1,Sandcrawler,2018,1239,Age of Rebellion,SW0778,Luke Skywalker,Rebel Alliance,protagonist
75220-1,Sandcrawler,2018,1239,Age of Rebellion,SW0896,Jawa,none,neutral
75220-1,Sandcrawler,2018,1239,Age of Rebellion,SW0897,Jawa,none,neutral
75220-1,Sandcrawler,2018,1239,Age of Rebellion,SW0936,2-1B,Rebel Alliance,neutral
75220-1,Sandcrawler,2018,1239,Age of Rebellion,SW0937,R5-A2,none,neutral
75220-1,Sandcrawler,2018,1239,Age of Rebellion,SW0938,RA-7 Protocol Droid,none,neutral
75221-1,Imperial Landing Craft,2018,636,Age of Rebellion,SW0527,R2-D2,Rebel Alliance,protagonist
75221-1,Imperial Landing Craft,2018,636,Age of Rebellion,SW0552,Obi-Wan Kenobi,Rebel Alliance,protagonist
75221-1,Imperial Landing Craft,2018,636,Age of Rebellion,SW0802,Imperial Shuttle Pilot,Galactic Empire,antagonist
75221-1,Imperial Landing Craft,2018,636,Age of Rebellion,SW0960,Sandtrooper,Galactic Empire,antagonist
75221-1,Imperial Landing Craft,2018,636,Age of Rebellion,SW0961,Sandtrooper,Galactic Empire,antagonist
75222-1,Betrayal at Cloud City,2018,2812,Age of Rebellion,SW0527,R2-D2,Rebel Alliance,protagonist
75222-1,Betrayal at Cloud City,2018,2812,Age of Rebellion,SW0532,Chewbacca,Rebel Alliance,protagonist
75222-1,Betrayal at Cloud City,2018,2812,Age of Rebellion,SW0585,Stormtrooper,Galactic Empire,antagonist
75222-1,Betrayal at Cloud City,2018,2812,Age of Rebellion,SW0636,Darth Vader,"Sith Order, Galactic Empire",antagonist
75222-1,Betrayal at Cloud City,2018,2812,Age of Rebellion,SW0700,C-3PO,Rebel Alliance,protagonist
75222-1,Betrayal at Cloud City,2018,2812,Age of Rebellion,SW0762,Bespin Guard,Cloud City,neutral
75222-1,Betrayal at Cloud City,2018,2812,Age of Rebellion,SW0823,Han Solo,Rebel Alliance,protagonist
75222-1,Betrayal at Cloud City,2018,2812,Age of Rebellion,SW0831,IG-88,Galactic Empire,antagonist
75222-1,Betrayal at Cloud City,2018,2812,Age of Rebellion,SW0958,Princess Leia,Rebel Alliance,protagonist
75222-1,Betrayal at Cloud City,2018,2812,Age of Rebellion,SW0969,Cloud Car Pilot,Cloud City,neutral
75222-1,Betrayal at Cloud City,2018,2812,Age of Rebellion,SW0970,Ugnaught,none,neutral
75222-1,Betrayal at Cloud City,2018,2812,Age of Rebellion,SW0971,Luke Skywalker,Rebel Alliance,protagonist
75222-1,Betrayal at Cloud City,2018,2812,Age of Rebellion,SW0972,Princess Leia,Rebel Alliance,protagonist
75222-1,Betrayal at Cloud City,2018,2812,Age of Rebellion,SW0973,Lando Calrissian,Rebel Alliance,protagonist
75222-1,Betrayal at Cloud City,2018,2812,Age of Rebellion,SW0974,Lobot,Cloud City,neutral
75222-1,Betrayal at Cloud City,2018,2812,Age of Rebellion,SW0975,Bespin Guard,Cloud City,neutral
75222-1,Betrayal at Cloud City,2018,2812,Age of Rebellion,SW0976,Han Solo,Rebel Alliance,protagonist
75222-1,Betrayal at Cloud City,2018,2812,Age of Rebellion,SW0977,Boba Fett,Galactic Empire,antagonist
75222-1,Betrayal at Cloud City,2018,2812,Age of Rebellion,SW0978,Han Solo,Rebel Alliance,protagonist
75225-1,Elite Praetorian Guard Battle Pack,2019,109,Rise of the First Order,SW0905,First Order Stormtrooper,First Order,antagonist
75225-1,Elite Praetorian Guard Battle Pack,2019,109,Rise of the First Order,SW0989,Elite Praetorian Guard,First Order,antagonist
75225-1,Elite Praetorian Guard Battle Pack,2019,109,Rise of the First Order,SW0990,Elite Praetorian Guard,First Order,antagonist
75225-1,Elite Praetorian Guard Battle Pack,2019,109,Rise of the First Order,SW0998,Praetorian Training Droid,First Order,antagonist
75229-1,Death Star Escape,2019,329,Age of Rebellion,SW0994,Princess Leia,Rebel Alliance,protagonist
75229-1,Death Star Escape,2019,329,Age of Rebellion,SW0997,Stormtrooper,Galactic Empire,antagonist
75229-1,Death Star Escape,2019,329,Age of Rebellion,SW0999,Luke Skywalker,Rebel Alliance,protagonist
75229-1,Death Star Escape,2019,329,Age of Rebellion,SW1004,Mouse Droid,Galactic Empire,antagonist
75233-1,Droid Gunship,2019,389,Fall of the Jedi,SW0530,Tarfful,"Wookiees, Galactic Republic",protagonist
75233-1,Droid Gunship,2019,389,Fall of the Jedi,SW0707,Yoda,"Jedi Order, Galactic Republic",protagonist
75233-1,Droid Gunship,2019,389,Fall of the Jedi,SW0996,Kashyyyk Battle Droid,Confederation of Independent Systems,antagonist
75234-1,AT-AP Walker,2019,689,Fall of the Jedi,SW0532,Chewbacca,"Wookiees, Galactic Republic",protagonist
75234-1,AT-AP Walker,2019,689,Fall of the Jedi,SW0996,Kashyyyk Battle Droid,Confederation of Independent Systems,antagonist
75234-1,AT-AP Walker,2019,689,Fall of the Jedi,SW1002,Clone Trooper,Galactic Republic,protagonist
75234-1,AT-AP Walker,2019,689,Fall of the Jedi,SW1003,Commander Gree,Galactic Republic,protagonist
75236-1,Duel on Starkiller Base,2019,191,Rise of the First Order,SW0677,Rey,Resistance,protagonist
75236-1,Duel on Starkiller Base,2019,191,Rise of the First Order,SW1006,Kylo Ren,First Order,antagonist
75240-1,Major Vonreg's TIE Fighter,2019,496,Rise of the First Order,SW1010,Major Elrik Vonreg,First Order,antagonist
75240-1,Major Vonreg's TIE Fighter,2019,496,Rise of the First Order,SW1011,Princess Leia,Resistance,protagonist
75240-1,Major Vonreg's TIE Fighter,2019,496,Rise of the First Order,SW1012,Kaz Xiono,Resistance,protagonist
75240-1,Major Vonreg's TIE Fighter,2019,496,Rise of the First Order,SW1013,R1-J5,Resistance,protagonist
75242-1,Black Ace TIE Interceptor,2019,396,Rise of the First Order,SW1018,Griff Halloran,none,protagonist
75242-1,Black Ace TIE Interceptor,2019,396,Rise of the First Order,SW1019,Poe Dameron,Resistance,protagonist
75242-1,Black Ace TIE Interceptor,2019,396,Rise of the First Order,SW1034,BB-8,Resistance,protagonist
75243-1,Slave I,2019,1007,Age of Rebellion,SW0711,Boba Fett,Galactic Empire,antagonist
75243-1,Slave I,2019,1007,Age of Rebellion,SW0830,4-LOM,Galactic Empire,antagonist
75243-1,Slave I,2019,1007,Age of Rebellion,SW0978,Han Solo,Rebel Alliance,protagonist
75243-1,Slave I,2019,1007,Age of Rebellion,SW1020,Zuckuss,Galactic Empire,antagonist
75243-1,Slave I,2019,1007,Age of Rebellion,SW1021,Han Solo,Rebel Alliance,protagonist
75243-1,Slave I,2019,1007,Age of Rebellion,SW1022,Princess Leia,Rebel Alliance,protagonist
75244-1,Tantive IV,2019,1768,Age of Rebellion,SW0527,R2-D2,Rebel Alliance,protagonist
75244-1,Tantive IV,2019,1768,Age of Rebellion,SW0700,C-3PO,Rebel Alliance,protagonist
75244-1,Tantive IV,2019,1768,Age of Rebellion,SW0995,Rebel Fleet Trooper,Rebel Alliance,protagonist
75244-1,Tantive IV,2019,1768,Age of Rebellion,SW1035,Captain Antilles,Rebel Alliance,protagonist
75244-1,Tantive IV,2019,1768,Age of Rebellion,SW1036,Princess Leia,Rebel Alliance,protagonist
75244-1,Tantive IV,2019,1768,Age of Rebellion,SW1037,Bail Organa,Rebel Alliance,protagonist
75246-1,Death Star Cannon,2019,159,Age of Rebellion,SW1045,Imperial Gunner,Galactic Empire,antagonist
75246-1,Death Star Cannon,2019,159,Age of Rebellion,SW1046,Obi-Wan Kenobi,Rebel Alliance,protagonist
75248-1,Resistance A-wing Starfighter,2019,269,Rise of the First Order,SW1047,Temmin 'Snap' Wexley,Resistance,protagonist
75248-1,Resistance A-wing Starfighter,2019,269,Rise of the First Order,SW1048,Lieutenant Kaydel Ko Connix,Resistance,protagonist
75249-1,Resistance Y-wing Starfighter,2019,578,Rise of the First Order,SW1049,Poe Dameron,Resistance,protagonist
75249-1,Resistance Y-wing Starfighter,2019,578,Rise of the First Order,SW1050,Zorii Bliss,Spice Runners of Kajimi,protagonist
75249-1,Resistance Y-wing Starfighter,2019,578,Rise of the First Order,SW1051,D-O,Resistance,protagonist
75249-1,Resistance Y-wing Starfighter,2019,578,Rise of the First Order,SW1052,Astromech Droid,Resistance,protagonist
75249-1,Resistance Y-wing Starfighter,2019,578,Rise of the First Order,SW1053,First Order Snowtrooper,First Order,antagonist
75250-1,Pasaana Speeder Chase,2019,373,Rise of the First Order,SW1034,BB-8,Resistance,protagonist
75250-1,Pasaana Speeder Chase,2019,373,Rise of the First Order,SW1054,Rey,Resistance,protagonist
75250-1,Pasaana Speeder Chase,2019,373,Rise of the First Order,SW1055,First Order Jet Trooper,First Order,antagonist
75250-1,Pasaana Speeder Chase,2019,373,Rise of the First Order,SW1056,First Order Treadspeeder Driver,First Order,antagonist
75254-1,AT-ST Raider,2019,540,The New Republic,SW1057,Din Djarin,"Children of the Watch, Bounty Hunter's Guild",protagonist
75254-1,AT-ST Raider,2019,540,The New Republic,SW1058,Cara Dune,New Republic,protagonist
75254-1,AT-ST Raider,2019,540,The New Republic,SW1059,Klatooinian Raider,Klatooinian Raiders,antagonist
75254-1,AT-ST Raider,2019,540,The New Republic,SW1060,Klatooinian Raider,Klatooinian Raiders,antagonist
75256-1,Kylo Ren's Shuttle,2019,1005,Rise of the First Order,SW0905,First Order Stormtrooper,First Order,antagonist
75256-1,Kylo Ren's Shuttle,2019,1005,Rise of the First Order,SW1061,Kylo Ren,First Order,antagonist
75256-1,Kylo Ren's Shuttle,2019,1005,Rise of the First Order,SW1062,Allegiant General Pryde,First Order,antagonist
75256-1,Kylo Ren's Shuttle,2019,1005,Rise of the First Order,SW1063,Ap'lek,First Order,antagonist
75256-1,Kylo Ren's Shuttle,2019,1005,Rise of the First Order,SW1064,Ushar,First Order,antagonist
75256-1,Kylo Ren's Shuttle,2019,1005,Rise of the First Order,SW1065,Sith Trooper,Sith Eternal,antagonist
75257-1,Millennium Falcon,2019,1351,Rise of the First Order,SW0527,R2-D2,Resistance,protagonist
75257-1,Millennium Falcon,2019,1351,Rise of the First Order,SW0532,Chewbacca,Resistance,protagonist
75257-1,Millennium Falcon,2019,1351,Rise of the First Order,SW0700,C-3PO,Resistance,protagonist
75257-1,Millennium Falcon,2019,1351,Rise of the First Order,SW1051,D-O,Resistance,protagonist
75257-1,Millennium Falcon,2019,1351,Rise of the First Order,SW1066,Finn,Resistance,protagonist
75257-1,Millennium Falcon,2019,1351,Rise of the First Order,SW1067,Lando Calrissian,Resistance,protagonist
75257-1,Millennium Falcon,2019,1351,Rise of the First Order,SW1068,Boolio,Resistance,protagonist
75258-1,Anakin's Podracer,2019,279,Fall of the Jedi,SW1001,Anakin Skywalker,"Jedi Order, Galactic Republic",protagonist
75258-1,Anakin's Podracer,2019,279,Fall of the Jedi,SW1023,Padmé Amidala,Galactic Republic,protagonist
75259-1,Snowspeeder,2019,309,Age of Rebellion,SW0991,Luke Skywalker,Rebel Alliance,protagonist
75259-1,Snowspeeder,2019,309,Age of Rebellion,SW1025,Dak Ralter,Rebel Alliance,protagonist
75259-1,Snowspeeder,2019,309,Age of Rebellion,SW1026,Hoth Rebel Trooper,Rebel Alliance,protagonist
75259-1,Snowspeeder,2019,309,Age of Rebellion,SW1027,Lando Calrissian,Rebel Alliance,protagonist
75261-1,Clone Scout Walker,2019,250,Fall of the Jedi,SW0001,Battle Droid,Confederation of Independent Systems,antagonist
75261-1,Clone Scout Walker,2019,250,Fall of the Jedi,SW1002,Clone Trooper,Galactic Republic,protagonist
75261-1,Clone Scout Walker,2019,250,Fall of the Jedi,SW1028,Wookiee Warrior,"Wookiees, Galactic Republic",protagonist
75261-1,Clone Scout Walker,2019,250,Fall of the Jedi,SW1029,Darth Vader,"Sith Order, Galactic Republic, Galactic Empire",antagonist
75261-1,Clone Scout Walker,2019,250,Fall of the Jedi,SW1030,Dwarf Spider Droid,Confederation of Independent Systems,antagonist
75266-1,Sith Troopers Battle Pack,2020,105,Rise of the First Order,SW1065,Sith Trooper,Sith Eternal,antagonist
75266-1,Sith Troopers Battle Pack,2020,105,Rise of the First Order,SW1075,Sith Jet Trooper,Sith Eternal,antagonist
75266-1,Sith Troopers Battle Pack,2020,105,Rise of the First Order,SW1076,Sith Eternal Officer,Sith Eternal,antagonist
75267-1,Mandalorian Battle Pack,2020,102,The New Republic,SW1077,Mandalorian Warrior,Children of the Watch,protagonist
75267-1,Mandalorian Battle Pack,2020,102,The New Republic,SW1078,Mandalorian Warrior,Children of the Watch,protagonist
75267-1,Mandalorian Battle Pack,2020,102,The New Republic,SW1079,Mandalorian Warrior,Children of the Watch,protagonist
75267-1,Mandalorian Battle Pack,2020,102,The New Republic,SW1080,Mandalorian Warrior,Children of the Watch,protagonist
75269-1,Duel on Mustafar,2020,208,Fall of the Jedi,SW1082,Obi-Wan Kenobi,"Jedi Order, Galactic Republic",protagonist
75269-1,Duel on Mustafar,2020,208,Fall of the Jedi,SW1083,Darth Vader,"Sith Order, Galactic Republic, Galactic Empire",antagonist
75270-1,Obi-Wan's Hut,2020,200,Age of Rebellion,SW0778,Luke Skywalker,Rebel Alliance,protagonist
75270-1,Obi-Wan's Hut,2020,200,Age of Rebellion,SW1074,Tusken Raider,none,antagonist
75270-1,Obi-Wan's Hut,2020,200,Age of Rebellion,SW1084,Obi-Wan Kenobi,Rebel Alliance,protagonist
75270-1,Obi-Wan's Hut,2020,200,Age of Rebellion,SW1085,R2-D2,Rebel Alliance,protagonist
75271-1,Luke Skywalker's Landspeeder,2020,236,Age of Rebellion,SW0700,C-3PO,Rebel Alliance,protagonist
75271-1,Luke Skywalker's Landspeeder,2020,236,Age of Rebellion,SW0897,Jawa,none,neutral
75271-1,Luke Skywalker's Landspeeder,2020,236,Age of Rebellion,SW1086,Luke Skywalker,Rebel Alliance,protagonist
75272-1,Sith TIE Fighter,2020,470,Rise of the First Order,SW0902,First Order TIE Fighter Pilot,First Order,antagonist
75272-1,Sith TIE Fighter,2020,470,Rise of the First Order,SW1066,Finn,Resistance,protagonist
75272-1,Sith TIE Fighter,2020,470,Rise of the First Order,SW1087,Trudgen,First Order,antagonist
75273-1,Poe Dameron's X-wing Fighter,2020,761,Rise of the First Order,SW0931,Poe Dameron,Resistance,protagonist
75273-1,Poe Dameron's X-wing Fighter,2020,761,Rise of the First Order,SW1085,R2-D2,Resistance,protagonist
75273-1,Poe Dameron's X-wing Fighter,2020,761,Rise of the First Order,SW1088,Jannah,Resistance,protagonist
75273-1,Poe Dameron's X-wing Fighter,2020,761,Rise of the First Order,SW1089,Vicrul,First Order,antagonist
75280-1,501st Legion Clone Troopers,2020,285,Fall of the Jedi,SW0001,Battle Droid,Confederation of Independent Systems,antagonist
75280-1,501st Legion Clone Troopers,2020,285,Fall of the Jedi,SW1093,Clone Trooper,Galactic Republic,protagonist
75280-1,501st Legion Clone Troopers,2020,285,Fall of the Jedi,SW1094,Clone Trooper,Galactic Republic,protagonist
75281-1,Anakin's Jedi Interceptor,2020,248,Fall of the Jedi,SW1085,R2-D2,Galactic Republic,protagonist
75281-1,Anakin's Jedi Interceptor,2020,248,Fall of the Jedi,SW1095,Anakin Skywalker,"Jedi Order, Galactic Republic",protagonist
75283-1,Armored Assault Tank,2020,286,Fall of the Jedi,SW0996,Kashyyyk Battle Droid,Confederation of Independent Systems,antagonist
75283-1,Armored Assault Tank,2020,286,Fall of the Jedi,SW1096,Ahsoka Tano,"Jedi Order, Galactic Republic",protagonist
75283-1,Armored Assault Tank,2020,286,Fall of the Jedi,SW1097,Clone Trooper,Galactic Republic,protagonist
75284-1,Knights of Ren Transport Ship,2020,595,Rise of the First Order,SW1054,Rey,Resistance,protagonist
75284-1,Knights of Ren Transport Ship,2020,595,Rise of the First Order,SW1098,Kuruk,First Order,antagonist
75284-1,Knights of Ren Transport Ship,2020,595,Rise of the First Order,SW1099,Cardo,First Order,antagonist
75286-1,General Grievous's Starfighter,2020,487,Fall of the Jedi,SW0515,General Grievous,Confederation of Independent Systems,antagonist
75286-1,General Grievous's Starfighter,2020,487,Fall of the Jedi,SW1082,Obi-Wan Kenobi,"Jedi Order, Galactic Republic",protagonist
75286-1,General Grievous's Starfighter,2020,487,Fall of the Jedi,SW1100,Clone Trooper,Galactic Republic,protagonist
75288-1,AT-AT,2020,1267,Age of Rebellion,SW0991,Luke Skywalker,Rebel Alliance,protagonist
75288-1,AT-AT,2020,1267,Age of Rebellion,SW1101,General Veers,Galactic Empire,antagonist
75288-1,AT-AT,2020,1267,Age of Rebellion,SW1102,Snowtrooper,Galactic Empire,antagonist
75288-1,AT-AT,2020,1267,Age of Rebellion,SW1103,Snowtrooper,Galactic Empire,antagonist
75288-1,AT-AT,2020,1267,Age of Rebellion,SW1104,AT-AT Driver,Galactic Empire,antagonist
75288-1,AT-AT,2020,1267,Age of Rebellion,SW1105,AT-AT Driver,Galactic Empire,antagonist
75290-1,Mos Eisley Cantina,2020,3187,Age of Rebellion,SW0532,Chewbacca,Rebel Alliance,protagonist
75290-1,Mos Eisley Cantina,2020,3187,Age of Rebellion,SW0554,Bith Musician,none,neutral
75290-1,Mos Eisley Cantina,2020,3187,Age of Rebellion,SW0700,C-3PO,Rebel Alliance,protagonist
75290-1,Mos Eisley Cantina,2020,3187,Age of Rebellion,SW0771,Han Solo,Rebel Alliance,protagonist
75290-1,Mos Eisley Cantina,2020,3187,Age of Rebellion,SW0778,Luke Skywalker,Rebel Alliance,protagonist
75290-1,Mos Eisley Cantina,2020,3187,Age of Rebellion,SW0893,Wuher,none,neutral
75290-1,Mos Eisley Cantina,2020,3187,Age of Rebellion,SW0897,Jawa,none,neutral
75290-1,Mos Eisley Cantina,2020,3187,Age of Rebellion,SW0898,Greedo,Hutt Clan,antagonist
75290-1,Mos Eisley Cantina,2020,3187,Age of Rebellion,SW1046,Obi-Wan Kenobi,Rebel Alliance,protagonist
75290-1,Mos Eisley Cantina,2020,3187,Age of Rebellion,SW1085,R2-D2,Rebel Alliance,protagonist
75290-1,Mos Eisley Cantina,2020,3187,Age of Rebellion,SW1124,Ponda Baba,none,neutral
75290-1,Mos Eisley Cantina,2020,3187,Age of Rebellion,SW1125,Cornelius Evazan,none,neutral
75290-1,Mos Eisley Cantina,2020,3187,Age of Rebellion,SW1126,Labria,none,neutral
75290-1,Mos Eisley Cantina,2020,3187,Age of Rebellion,SW1127,Garindan,Galactic Empire,neutral
75290-1,Mos Eisley Cantina,2020,3187,Age of Rebellion,SW1128,Momaw Nadon,none,neutral
75290-1,Mos Eisley Cantina,2020,3187,Age of Rebellion,SW1129,Kabe,none,neutral
75290-1,Mos Eisley Cantina,2020,3187,Age of Rebellion,SW1130,Hrchek Kal Fas,none,neutral
75290-1,Mos Eisley Cantina,2020,3187,Age of Rebellion,SW1131,Sandtrooper,Galactic Empire,antagonist
75290-1,Mos Eisley Cantina,2020,3187,Age of Rebellion,SW1132,Sandtrooper,Galactic Empire,antagonist
75291-1,Death Star Final Duel,2020,775,Age of Rebellion,SW0521,Royal Guard,Galactic Empire,antagonist
75291-1,Death Star Final Duel,2020,775,Age of Rebellion,SW0635,Luke Skywalker,Rebel Alliance,protagonist
75291-1,Death Star Final Duel,2020,775,Age of Rebellion,SW1106,Darth Vader,"Sith Order, Galactic Empire",antagonist
75291-1,Death Star Final Duel,2020,775,Age of Rebellion,SW1107,Palpatine,"Sith Order, Galactic Empire",antagonist
75292-1,The Razor Crest,2020,1023,The New Republic,SW1057,Din Djarin,"Children of the Watch, Bounty Hunter's Guild",protagonist
75292-1,The Razor Crest,2020,1023,The New Republic,SW1113,Grogu,"Children of the Watch, Jedi Order",protagonist
75292-1,The Razor Crest,2020,1023,The New Republic,SW1114,Greef Karga,Bounty Hunter's Guild,protagonist
75292-1,The Razor Crest,2020,1023,The New Republic,SW1115,IG-11,Bounty Hunter's Guild,protagonist
75292-1,The Razor Crest,2020,1023,The New Republic,SW1116,Scout Trooper,Galactic Empire,antagonist
75296-1,Darth Vader Meditation Chamber,2021,663,Age of Rebellion,SW1112,Darth Vader,"Sith Order, Galactic Empire",antagonist
75296-1,Darth Vader Meditation Chamber,2021,663,Age of Rebellion,SW1154,General Veers,Galactic Empire,antagonist
75299-1,Trouble on Tatooine,2021,276,The New Republic,SW1074,Tusken Raider,none,protagonist
75299-1,Trouble on Tatooine,2021,276,The New Republic,SW1113,Grogu,"Children of the Watch, Jedi Order",protagonist
75299-1,Trouble on Tatooine,2021,276,The New Republic,SW1135,Din Djarin,"Children of the Watch, Bounty Hunter's Guild",protagonist
75300-1,Imperial TIE Fighter,2021,432,Age of Rebellion,SW1136,NI-L8,Galactic Empire,antagonist
75300-1,Imperial TIE Fighter,2021,432,Age of Rebellion,SW1137,Stormtrooper,Galactic Empire,antagonist
75300-1,Imperial TIE Fighter,2021,432,Age of Rebellion,SW1138,TIE Fighter Pilot,Galactic Empire,antagonist
75301-1,Luke Skywalker's X-wing Fighter,2021,474,Age of Rebellion,SW1036,Princess Leia,Rebel Alliance,protagonist
75301-1,Luke Skywalker's X-wing Fighter,2021,474,Age of Rebellion,SW1085,R2-D2,Rebel Alliance,protagonist
75301-1,Luke Skywalker's X-wing Fighter,2021,474,Age of Rebellion,SW1139,Luke Skywalker,Rebel Alliance,protagonist
75301-1,Luke Skywalker's X-wing Fighter,2021,474,Age of Rebellion,SW1140,General Jan Dodonna,Rebel Alliance,protagonist
75302-1,Imperial Shuttle,2021,660,Age of Rebellion,SW0635,Luke Skywalker,Rebel Alliance,protagonist
75302-1,Imperial Shuttle,2021,660,Age of Rebellion,SW1141,Darth Vader,"Sith Order, Galactic Empire",antagonist
75302-1,Imperial Shuttle,2021,660,Age of Rebellion,SW1142,Imperial Shuttle Pilot,Galactic Empire,antagonist
75310-1,Duel on Mandalore,2021,147,Fall of the Jedi,SW1096,Ahsoka Tano,"Jedi Order, Galactic Republic",protagonist
75310-1,Duel on Mandalore,2021,147,Fall of the Jedi,SW1155,Darth Maul,"Sith Order, Shadow Collective",antagonist
75311-1,Imperial Armored Marauder,2021,478,The New Republic,SW1156,Greef Karga,Bounty Hunter's Guild,protagonist
75311-1,Imperial Armored Marauder,2021,478,The New Republic,SW1157,Artillery Stormtrooper,Galactic Empire,antagonist
75311-1,Imperial Armored Marauder,2021,478,The New Republic,SW1167,Stormtrooper,Galactic Empire,antagonist
75311-1,Imperial Armored Marauder,2021,478,The New Republic,SW1168,Stormtrooper,Galactic Empire,antagonist
75312-1,Boba Fett's Starship,2021,593,The New Republic,SW1135,Din Djarin,"Children of the Watch, Bounty Hunter's Guild",protagonist
75312-1,Boba Fett's Starship,2021,593,The New Republic,SW1158,Boba Fett,Fett Gotra,protagonist
75314-1,The Bad Batch Attack Shuttle,2021,969,Reign of the Empire,SW1148,Hunter,Clone Force 99,protagonist
75314-1,The Bad Batch Attack Shuttle,2021,969,Reign of the Empire,SW1149,Wrecker,Clone Force 99,protagonist
75314-1,The Bad Batch Attack Shuttle,2021,969,Reign of the Empire,SW1150,Tech,Clone Force 99,protagonist
75314-1,The Bad Batch Attack Shuttle,2021,969,Reign of the Empire,SW1151,Echo,Clone Force 99,protagonist
75314-1,The Bad Batch Attack Shuttle,2021,969,Reign of the Empire,SW1152,Crosshair,Galactic Empire,antagonist
75314-1,The Bad Batch Attack Shuttle,2021,969,Reign of the Empire,SW1153,Gonky,Clone Force 99,protagonist
75315-1,Imperial Light Cruiser,2021,1336,The New Republic,SW1058,Cara Dune,New Republic,protagonist
75315-1,Imperial Light Cruiser,2021,1336,The New Republic,SW1113,Grogu,"Children of the Watch, Jedi Order",protagonist
75315-1,Imperial Light Cruiser,2021,1336,The New Republic,SW1135,Din Djarin,"Children of the Watch, Bounty Hunter's Guild",protagonist
75315-1,Imperial Light Cruiser,2021,1336,The New Republic,SW1159,Fennec Shand,Fett Gotra,protagonist
75315-1,Imperial Light Cruiser,2021,1336,The New Republic,SW1160,Moff Gideon,Galactic Empire,antagonist
75315-1,Imperial Light Cruiser,2021,1336,The New Republic,SW1161,Dark Trooper,Galactic Empire,antagonist
75316-1,Mandalorian Starfighter,2021,544,Fall of the Jedi,SW1162,Gar Saxon,"Death Watch, Shadow Collective",antagonist
75316-1,Mandalorian Starfighter,2021,544,Fall of the Jedi,SW1163,Bo-Katan Kryze,"Death Watch, Shadow Collective, Mandalorian Resistance",protagonist
75316-1,Mandalorian Starfighter,2021,544,Fall of the Jedi,SW1164,Mandalorian Warrior,"Death Watch, Shadow Collective",antagonist
75319-1,The Armorer's Mandalorian Forge,2021,258,The New Republic,SW1166,Din Djarin,"Children of the Watch, Bounty Hunter's Guild",protagonist
75319-1,The Armorer's Mandalorian Forge,2021,258,The New Republic,SW1171,The Armorer,Children of the Watch,protagonist
75319-1,The Armorer's Mandalorian Forge,2021,258,The New Republic,SW1172,Paz Vizsla,Children of the Watch,protagonist
75320-1,Snowtrooper Battle Pack,2022,105,Age of Rebellion,SW1178,Snowtrooper,Galactic Empire,antagonist
75320-1,Snowtrooper Battle Pack,2022,105,Age of Rebellion,SW1179,Snowtrooper,Galactic Empire,antagonist
75320-1,Snowtrooper Battle Pack,2022,105,Age of Rebellion,SW1181,Snowtrooper,Galactic Empire,antagonist
75320-1,Snowtrooper Battle Pack,2022,105,Age of Rebellion,SW1182,Scout Trooper,Galactic Empire,antagonist
75322-1,Hoth AT-ST,2022,586,Age of Rebellion,SW1183,AT-ST Driver,Galactic Empire,antagonist
75322-1,Hoth AT-ST,2022,586,Age of Rebellion,SW1184,Chewbacca,Rebel Alliance,protagonist
75322-1,Hoth AT-ST,2022,586,Age of Rebellion,SW1185,Hoth Rebel Trooper,Rebel Alliance,protagonist
75322-1,Hoth AT-ST,2022,586,Age of Rebellion,SW1190,Imperial Probe Droid,Galactic Empire,antagonist
75323-1,The Justifier,2022,1022,Reign of the Empire,SW1148,Hunter,Clone Force 99,protagonist
75323-1,The Justifier,2022,1022,Reign of the Empire,SW1159,Fennec Shand,none,antagonist
75323-1,The Justifier,2022,1022,Reign of the Empire,SW1214,Omega,Clone Force 99,protagonist
75323-1,The Justifier,2022,1022,Reign of the Empire,SW1215,Todo 360,none,antagonist
75323-1,The Justifier,2022,1022,Reign of the Empire,SW1219,Cad Bane,none,antagonist
75324-1,Dark Trooper Attack,2022,166,The New Republic,SW1161,Dark Trooper,Galactic Empire,antagonist
75324-1,Dark Trooper Attack,2022,166,The New Republic,SW1191,Luke Skywalker,"Jedi Order, New Republic",protagonist
75325-1,The Mandalorian's N-1 Starfighter,2022,412,The New Republic,SW1113,Grogu,"Children of the Watch, Jedi Order",protagonist
